Job Title;Description;District;Work Mode
Analista Programador Postgre/Oracle/Híbrido;Descripción del puesto Por encargo de nuestro cliente, importante empresa líder en finanzas, nos encontramos encuentra en búsqueda de: (1) Analista Programador Postgre/Oracle Requisitos Universitario de Ingeniería de Sistemas, Informática, o afines Experiencia de 3 años en puestos similares como mínimo Experiencia realizando labores de Analista de Sistemas Desarrollador Oracle (PL/SQL) nivel avanzado, store procedures, funciones, packages Desarrollador BD PostgreSQL nivel avanzado Experiencia realizando tuning de Base de Datos Conocimiento en Oracle Data Integrator (ODI) Experiencia en GCP, Cloud Composer, Cloud Storage, Cloud Functions, Data Funciton, Data low Modelamiento de Base de Datos Recomendable que haya realizado labores como Analista Fullstack Funciones: Diseñar, analizar y desarrollar soluciones en la Base de Datos Realizar la documentación correspondiente al proyecto Realizar estimaciones del trabajo solicitado Hacer las correcciones y/o mejoras de los programas realizados Coordinar el pase a producción Dar soporte post-producción de la solución;San Borja;Híbrido
Desarrollador Backend JavaScript senior - REMOTO;"Descripción del puesto CSTI Corp es una empresa peruana líder en la industria TI con más de 15 años en el mercado en países como Perú, Ecuador, Colombia, Costa Rica y Estados Unidos. Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud. Nos encontramos en la búsqueda de ""Desarrollador Backend (JavaScript) Senior Requisitos: Bachiller en Ing de Sistemas, Software o afines o Técnico. Experiencia mínima de 5 años como Backend. Experiencia de 3 a más en Node JS. Experiencia de 2 años a más en Amazon Web Services. Experiencia de 3 en en programación en Javascript, Node JS con Express y Type Script Experiencia en Git / Gitlab: Gitflow, comandos Rebasing, Stashing, crear y resolver Merge Requests. Experiencia de 3 años a más en Metodologías Ágiles como Scrum, Kanban y/o XP. Nivel intermedio o avanzado en codificación de pruebas de unidad usando TDD. Experiencia codificando pruebas de rendimiento de SW (carga, estres, escalabilidad) usando Gatlin u otra herramienta similar. Conocimiento de BDD. Conocimiento avanzados de Clean Code, SOLID y Arquitecturas Hexagonales. Experiencia aplicando prácticas de excelencia técnica como: Continuous Integration, Refactoring, Code Review y Pair Programming. Conocimiento avanzado de prácticas de código seguro con OWASP 10. DevSecOps Mindset. Experiencia en Docker, Mongodb, MySQL, Redis, EventBridge y Kubernetes (deseable). Condiciones: Modalidad Remota (1 o 2 veces al mes en el distrito de San Isidro. Horario de lunes a viernes de 9 am a 6:30pm. ¡Ven y únete al equipo de CSTI CORP! Híbrido Programación Full-time, Temporal Senior 1 vacante disponible Empleos relacionados Nuevo Publicado hace 3 horas Analista Programador Postgre/Oracle/Híbrido Green Solutions Por encargo de nuestro cliente, importante empresa líder en finanzas, nos encontramos encuentra en búsqueda de:(1) Analista Programador Postgre/OracleRequisitos Universitario de Ingeniería de Sistemas, Informática, o afines Experiencia de 3 años en puestos similares como mínimo Experiencia ... San Borja, Lima Híbrido Nuevo Publicado hace 24 minutos Practicante pre profesional de automatización CANVIA 2.5 🌟 ¡LANZA TU CARRERA EN TECNOLOGÍA CON NOSOTROS! 🌟En Canvia estamos buscando un(a) Practicante pre profesional de automatización con ganas de aprender, aportar y crecer en una empresa que lidera la transformación digital en el país. 💻🚀👨‍💻 ¿Qué harás en ... Cercado De Lima, Lima Remoto Nuevo Publicado hace 2 horas Analista Programador Fullstack Java Hitss Perú 2.2 ¡En Hitss, empresa de tecnología con más de 36 años de experiencia ofreciendo soluciones innovadoras en América Latina, USA y EUROPA, nos encontramos en la búsqueda de nuestro próximo ANALISTA PROGRAMADOR JAVA/ANGULAR!REQUISITOS: Bachiller o titulado de Ingeniería de Sistemas, Informática, o ... Múltiples vacantes La Victoria, Lima Remoto Nuevo Publicado hace 2 horas Desarrollador Genexus - Remoto Software Enterprise Services S.A.C. 2.8 SOFTWARE ENTERPRISE SERVICESSomos una empresa peruana de Tecnologías de la Información y Comunicaciones, que cuenta con amplia experiencia en la prestación de servicios informáticos mediante Outsourcing TI y Fábrica de Software, para clientes nacionales e internacionales, asegurando la calidad de ... Múltiples vacantes Cercado De Lima, Lima Híbrido Apto discapacidad Nuevo Publicado hace 4 horas ANALISTA PROGRAMADOR .NET/SQLSERVER INTEGRATION & QUALITY PROJECT MANAGEMENT S.A.C. - IQ PROJECT S.A.C. En iQ Project, empresa apasionada por la tecnología, nos encontramos en la búsqueda del mejor talento para la posición de ANALISTA PROGRAMADOR .NET/SQLSERVER que comparta nuestra pasión y esté listo para asumir nuevos retos.REQUISITOS: Experiencia en: Desarrollo de aplicaciones Web en .Net ... Múltiples vacantes Lima, Lima Híbrido Actualizar sueldo en Mi CV Este campo solo acepta carácteres numéricos. Ver el salario promedio pretendido Bruto por área. Recuerda que el sueldo bruto es el salario total sin las retenciones e impuestos. Ingresa tu sueldo bruto pretendido y calculamos un aproximado de cuánto te queda de sueldo neto ¿Cómo lo calculamos? Postularme El contenido de este aviso es propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello. Bajo ningún motivo envíes dinero o realices pagos. Ningún reclutador te pedirá pagar por rendir un test, prueba, capacitación, recibir un antecedente u otro motivo. Industria Informática / Tecnología Ubicación Lima, Lima Tamaño de la empresa Entre 51 y 150 empleados Somos una corporación de capital peruano Silver Partner SAP, líder en el rubro de TI, especializada en brindar soluciones de negocio en las líneas de outsourcing, soporte y proyectos. Actualmente contamos con sedes en Perú, Ecuador, Colombia y Bolivia. Ver más avisos de la empresa CSTI Corp Calificación general 8 3.7 Basado en 15 opiniones 5 40% 4 20% 3 27% 2 0% 1 13% Calificación por categoría Ambiente laboral 3.9";Lima;Híbrido
Programador Python Junior;Descripción del puesto CSTI Corp es una empresa peruana líder en la industria TI con más de 17 años en el mercado en países como Perú, Ecuador, Colombia, Costa Rica y Estados Unidos.;Lima;Híbrido
.NET Developer- Junior;;San Isidro;Híbrido
Frontend Developer (REACT/JS/TS);Descripción del puesto ZUTUN. es una empresa de software boutique con amplia experiencia en banca, seguros, fintech y retail. Nuestro colectivo funciona como un verdadero equipo, valorando la colaboración, la sinergia y el apoyo mutuo entre nuestros miembros, reconociendo que el talento es el núcleo y el equipo es quien juega el partido. Te invitamos a participar de proceso FRONTEND DEVELOPER REACT y ser parte de esta experiencia: REQUISITOS: Experiencia mínima de 3 años en JavaScript y 2 años en desarrollo web con React (Next.js, React Router u otros frameworks). Nivel intermedio en TypeScript. Conocimientos en pruebas unitarias. Manejo avanzado de CSS puro y librerías como Tailwind CSS. Experiencia con Git en entornos colaborativos. (Deseable) Experiencia en Node.js. (Deseable) Conocimientos en CI/CD e Infraestructura como Código (IaC). Disponibilidad para trabajar de manera Híbrida en la sede del cliente, distrito PUEBLO LIBRE: 3 dias remoto y 2 presencial, de Lunes a Viernes. QUÉ VALORAMOS Proactividad, orientación a la calidad de código y capacidad de trabajo en equipo. Interés en aprender y aportar en la capa backend y en la nube.;Pueblo Libre;Híbrido
Mid Node AWS Engineer;Descripción del puesto Información Importante Ubicación: Perú Modalidad de trabajo: Híbrido, asistencia a oficina en Miraflores 2-3 veces por semana Resumen del puesto Como un Mid Node AWS Developer (17274), formarás parte de un equipo tecnológico y ágil altamente calificado por respaldar y desarrollar soluciones de vanguardia para cumplir con los requisitos de nuestro negocio. Nos ayudará a acelerar los resultados empresariales de nuestros clientes mediante la innovación de productos digitales de vanguardia. Requisitos y Habilidades Profesionales de Sistemas, Informática, Desarrollo o afines con +4 años de experiencia como Node Developer. Experiencia trabajando en/con: Desarrollo Servicios Core AWS (EC2, S3, IAM, VPC, Cloudwatch, etc) Desarrollo Servicios AWS Serverless: Dynamo DB, Lambda, API Gateway, RDS, SQS, stepFunctions, ECS Herramientas DevOps: SonarQube, GIT(bitbucket) Microservicios con Docker/Kubernetes Principios SOLID y patrones de diseño Pruebas unitarias Jira y metodologías ágiles Acerca de Encora Encora es el socio preferido de ingeniería digital y modernización de algunas de las principales empresas del mundo y empresas nativas digitales. Con más de 9,000 expertos en 47+ oficinas y laboratorios de innovación en todo el mundo, las prácticas tecnológicas de Encora incluyen Ingeniería y Desarrollo de Productos, Servicios en la Nube, Ingeniería de Calidad, DevSecOps, Datos y Análisis, Experiencia Digital, Ciberseguridad e Ingeniería de IA y LLM. En Encora, contratamos profesionales únicamente en función de sus habilidades y calificaciones, y no discriminamos en función de la edad, discapacidad, religión, género, orientación sexual, estado socioeconómico o nacionalidad. Híbrido Programación Full-time, Temporal Semi Sr 1 vacante disponible Empleos relacionados Nuevo Publicado hace 3 horas Analista Programador Postgre/Oracle/Híbrido Green Solutions Por encargo de nuestro cliente, importante empresa líder en finanzas, nos encontramos encuentra en búsqueda de:(1) Analista Programador Postgre/OracleRequisitos Universitario de Ingeniería de Sistemas, Informática, o afines Experiencia de 3 años en puestos similares como mínimo Experiencia ... San Borja, Lima Híbrido Nuevo Publicado hace 25 minutos Practicante pre profesional de automatización CANVIA 2.5 🌟 ¡LANZA TU CARRERA EN TECNOLOGÍA CON NOSOTROS! 🌟En Canvia estamos buscando un(a) Practicante pre profesional de automatización con ganas de aprender, aportar y crecer en una empresa que lidera la transformación digital en el país. 💻🚀👨‍💻 ¿Qué harás en ... Cercado De Lima, Lima Remoto Nuevo Publicado hace 2 horas Analista Programador Fullstack Java Hitss Perú 2.2 ¡En Hitss, empresa de tecnología con más de 36 años de experiencia ofreciendo soluciones innovadoras en América Latina, USA y EUROPA, nos encontramos en la búsqueda de nuestro próximo ANALISTA PROGRAMADOR JAVA/ANGULAR!REQUISITOS: Bachiller o titulado de Ingeniería de Sistemas, Informática, o ... Múltiples vacantes La Victoria, Lima Remoto Nuevo Publicado hace 2 horas Desarrollador Genexus - Remoto Software Enterprise Services S.A.C. 2.8 SOFTWARE ENTERPRISE SERVICESSomos una empresa peruana de Tecnologías de la Información y Comunicaciones, que cuenta con amplia experiencia en la prestación de servicios informáticos mediante Outsourcing TI y Fábrica de Software, para clientes nacionales e internacionales, asegurando la calidad de ... Múltiples vacantes Cercado De Lima, Lima Híbrido Apto discapacidad Nuevo Publicado hace 4 horas ANALISTA PROGRAMADOR .NET/SQLSERVER INTEGRATION & QUALITY PROJECT MANAGEMENT S.A.C. - IQ PROJECT S.A.C. En iQ Project, empresa apasionada por la tecnología, nos encontramos en la búsqueda del mejor talento para la posición de ANALISTA PROGRAMADOR .NET/SQLSERVER que comparta nuestra pasión y esté listo para asumir nuevos retos.REQUISITOS: Experiencia en: Desarrollo de aplicaciones Web en .Net ... Múltiples vacantes Lima, Lima Híbrido Actualizar sueldo en Mi CV Este campo solo acepta carácteres numéricos. Ver el salario promedio pretendido Bruto por área. Recuerda que el sueldo bruto es el salario total sin las retenciones e impuestos. Ingresa tu sueldo bruto pretendido y calculamos un aproximado de cuánto te queda de sueldo neto ¿Cómo lo calculamos? Postularme El contenido de este aviso es propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello. Bajo ningún motivo envíes dinero o realices pagos. Ningún reclutador te pedirá pagar por rendir un test, prueba, capacitación, recibir un antecedente u otro motivo. Industria Informática / Tecnología Ubicación Lima, Lima Encora es un proveedor líder de soluciones de ingeniería de software con enfoque en IA y orquestación agentica, dirigido a algunas de las startups, unicornios y empresas más innovadoras y consolidadas del Fortune 1000. Con sede en Silicon Valley y equipos en cuatro continentes, Encora aprovecha el talento de más de 9,000 ingenieros, experiencia en la industria y relaciones profundas con los principales proveedores de servicios en la nube, plataformas de datos y plataformas SaaS del mundo, para ofrecer aceleración de productos, experiencias inteligentes y agilidad operativa. Ver más avisos de la empresa Encora Esta empresa todavía no tiene calificaciones para mostrar Te invitamos a compartir tu opinión sobre esta empresa Calificar empresa Búsquedas Relacionadas Trabajos en Lima Trabajos en Miraflores Trabajos en Tecnología, Sistemas y Telecomunicaciones Trabajos en Programación ¡Descarga la app en tu celular! Términos y Condiciones Política de Privacidad Condiciones de contratación Preguntas frecuentes Ofertas de Empleo Perú © Copyright 1999-2025 Jobint;Miraflores;Híbrido
Analista de Programación RPG;Descripción del puesto ¡Somos Izipay! La red multimarca más grande del país, ¡estamos revolucionando el mercado de pagos! Con la meta de hacer crecer por x4 nuestro número de comercios atendidos, necesitamos reforzar nuestro equipo con personas como tú. ¡Ven a sumarte a este desafío como Analista de Programación ¿Cuáles serán tus responsabilidades? Diseñar, programar, probar e implementar soluciones que optimicen los procesos del área. Diagnosticar y corregir problemas en los sistemas existentes. Identificar oportunidades de mejora en las aplicaciones y procesos actuales. Generar y actualizar manuales, guías y diagramas de las soluciones implementadas. Colaborar con equipos multidisciplinarios. Requisitos: ¿Cómo saber que este puesto es para ti? Universitario egresado de Ingeniero de Sistemas y carreras afines. Conocimiento en herramientas de desarrollo: RPG (indipensable). Conocimientos en COBOL (deseable) y AS400. Conocimientos en SQL. Conocimientos en lenguajes de programación Web: Visual Basic, JAVA, etc. (deseable) / Vision Plus (deseable). Conocimientos en inglés técnico a nivel intermedio (deseable) Conocimiento en Microsoft Office a nivel intermedio.;Miraflores;Híbrido
Desarrollador Backend;Descripción del puesto More digital. More human. More Minsait. Somos una empresa líder global de tecnología y consultoría digital que conecta personas, tecnología y negocios para generar crecimiento, transformación e impacto positivo y sostenible. Buscamos Desarrollador Backend Pleno con ganas de trabajar en nuestros equipos multidisciplinares. ¿Cuál es el reto que te proponemos? Estarás en contacto continuo con las novedades tecnológicas, impulsando la transformación digital. Participarás en proyectos y desarrollos que tienen una alta visibilidad y que marcan la diferencia con soluciones disruptivas y especializadas para toda la cadena de valor. ¿Qué esperamos por tu parte? Formación Académica: Bachiller en Ingeniería de sistemas o afines Experiencia: Conocimiento Técnico: Java 11 (Medio) Experiencia en Spring Boot. Experiencia en Microsoft Azure Cloud (Apim, acr, aks, redis, akv, sql, mysql). Experiencia en construcciones de pipelines (Azure Devops). Conocimiento Apis Rest. Conocimientos de patrones de diseño. Conocimientos patrones de arquitectura. Deseable haber trabajado proyecto con Open AI. Conocimiento Deseable: Haber trabajado con Marco SCRUM Funciones del puesto Diseñar y desarrollar APIs RESTful Desarrollar pruebas unitarias Configurar y ejecutar los despliegues en ambientes previos Diseñar y ejecutar pruebas de carga - Gestionar y acompañar los pases a producción Monitorear el comportamiento de las APIs en producción Participar en el marco de trabajo ágil SCRUM Stack tecnológico: Backend: Spring Boot, JDK 17, Webflux, WebClient, Redis, JUnit & Mockito, OpenAPI - DevOps: Docker, Kubernetes, Azure (ACR, APIM, AKS, Pipelines), NewRelic Pruebas de carga: JMeter.;Lima;Remoto
Programador RPA Rocketbot, UiPath;"Descripción del puesto En Valtx, empresa con 24 años de experiencia en el mercado peruano, cuyo objetivo principal es convertirse en un socio estratégico, mediante soluciones tecnológicas en los diversos aspectos de los procesos de negocios; el desarrollo, implementación y mantenimiento de aplicaciones e infraestructura tecnológica para el negocio; y consultoría en diversos procesos de transformación, nos encontramos en la búsqueda de un Programador RPA Analizar y documentar procesos de negocio para identificar oportunidades de automatización en coordinación con las áreas usuarias. Diseñar soluciones de automatización en plataformas Rocketbot y UiPath, aplicando estándares de calidad y marcos de trabajo como REFramework. Desarrollar, probar e implementar bots que sean estables, escalables y seguros, garantizando continuidad operativa. Utilizar técnicas de Computer Vision cuando las interfaces no sean estructuradas o reconocibles por selectores estándar. Realizar pruebas unitarias, integrales y de validación, en conjunto con usuarios y áreas responsables, asegurando la calidad de cada solución. Documentar los desarrollos realizados, incluyendo diagramas de procesos, manuales técnicos y manuales de usuario. Administrar y mantener el versionamiento de los desarrollos mediante herramientas de control de código fuente (Git/Gitlab). Brindar soporte y mantenimiento correctivo o evolutivo a los procesos automatizados ya implementados. Participar en reuniones técnicas con stakeholders internos y externos, proponiendo mejoras y soluciones innovadoras. Cumplir con las normas de seguridad de la información y políticas internas de la organización en todas las etapas del ciclo de vida de los desarrollos. ¿Qué requisitos necesito? - Egresado técnico o bachiller universitario en Ingeniería de Sistemas, Informática, Computación o carreras afines. - Mínimo 3 años de experiencia en desarrollo de soluciones RPA utilizando Rocketbot, UiPath y Power Automate. - Deseable experiencia participando en proyectos integración al ERP SAP y a soluciones financieras. Conocimientos técnicos requeridos: Plataformas RPA: Dominio de Rocketbot Studio, su Orquestador, y de UiPath Studio, UiPath Orchestrator y REFramework. Lenguajes de programación: Manejo de Python a nivel intermedio, así como conocimientos en VB.NET o C#. Bases de datos: Conocimientos en SQL Server y MySQL para el manejo de datos en procesos automatizados. Control de versiones: Uso de herramientas como Git y Gitlab para la gestión y versionado de código. Computer Vision aplicado a RPA: Conocimiento de técnicas de reconocimiento de interfaces no estructuradas. Documentación técnica: Buenas prácticas en elaboración de diagramas en Bizagi, manuales técnicos y de usuario. Análisis de procesos de negocio: Capacidad para identificar y evaluar procesos susceptibles de automatización. Deseable: Experiencia en automatización de procesos relacionados con sistemas de gestión financiera. Enfoque estructurado para identificar, rediseñar y optimizar procesos antes de su automatización. Aplicación de estándares y protocolos de seguridad en el desarrollo y despliegue de bots. Conocimiento de alternativas distintas a Rocketbot y UiPath, ampliando la capacidad de integración tecnológica de la organización. Capacidad para diseñar y ejecutar automatizaciones vinculadas a procesos de SAP. Conocimientos de automatización con Power Automate. Disponibilidad para trabajar bajo modalidad presencial de L-V en San Borja ¿Por qué Valtx? Porque creemos que el talento se potencia con propósito. En Valtx no solo desarrollamos tecnología, transformamos negocios y acompañamos a nuestros colaboradores en su desarrollo profesional, promoviendo una cultura colaborativa, cercana y orientada a la excelencia. ¿Estás listo para construir soluciones que marcan la diferencia? Postula hoy y forma parte de un equipo que evoluciona contigo. Presencial Programación Full-time, Temporal Semi Sr 1 vacante disponible Apto personas con discapacidad Empleos relacionados Nuevo Publicado hace 3 horas Analista Programador Postgre/Oracle/Híbrido Green Solutions Por encargo de nuestro cliente, importante empresa líder en finanzas, nos encontramos encuentra en búsqueda de:(1) Analista Programador Postgre/OracleRequisitos Universitario de Ingeniería de Sistemas, Informática, o afines Experiencia de 3 años en puestos similares como mínimo Experiencia ... San Borja, Lima Híbrido Nuevo Publicado hace 25 minutos Practicante pre profesional de automatización CANVIA 2.5 🌟 ¡LANZA TU CARRERA EN TECNOLOGÍA CON NOSOTROS! 🌟En Canvia estamos buscando un(a) Practicante pre profesional de automatización con ganas de aprender, aportar y crecer en una empresa que lidera la transformación digital en el país. 💻🚀👨‍💻 ¿Qué harás en ... Cercado De Lima, Lima Remoto Nuevo Publicado hace 2 horas Analista Programador Fullstack Java Hitss Perú 2.2 ¡En Hitss, empresa de tecnología con más de 36 años de experiencia ofreciendo soluciones innovadoras en América Latina, USA y EUROPA, nos encontramos en la búsqueda de nuestro próximo ANALISTA PROGRAMADOR JAVA/ANGULAR!REQUISITOS: Bachiller o titulado de Ingeniería de Sistemas, Informática, o ... Múltiples vacantes La Victoria, Lima Remoto Nuevo Publicado hace 2 horas Desarrollador Genexus - Remoto Software Enterprise Services S.A.C. 2.8 SOFTWARE ENTERPRISE SERVICESSomos una empresa peruana de Tecnologías de la Información y Comunicaciones, que cuenta con amplia experiencia en la prestación de servicios informáticos mediante Outsourcing TI y Fábrica de Software, para clientes nacionales e internacionales, asegurando la calidad de ... Múltiples vacantes Cercado De Lima, Lima Híbrido Apto discapacidad Nuevo Publicado hace 4 horas ANALISTA PROGRAMADOR .NET/SQLSERVER INTEGRATION & QUALITY PROJECT MANAGEMENT S.A.C. - IQ PROJECT S.A.C. En iQ Project, empresa apasionada por la tecnología, nos encontramos en la búsqueda del mejor talento para la posición de ANALISTA PROGRAMADOR .NET/SQLSERVER que comparta nuestra pasión y esté listo para asumir nuevos retos.REQUISITOS: Experiencia en: Desarrollo de aplicaciones Web en .Net ... Múltiples vacantes Lima, Lima Híbrido Actualizar sueldo en Mi CV Este campo solo acepta carácteres numéricos. Ver el salario promedio pretendido Bruto por área. Recuerda que el sueldo bruto es el salario total sin las retenciones e impuestos. Ingresa tu sueldo bruto pretendido y calculamos un aproximado de cuánto te queda de sueldo neto ¿Cómo lo calculamos? Postularme El contenido de este aviso es propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello. Bajo ningún motivo envíes dinero o realices pagos. Ningún reclutador te pedirá pagar por rendir un test, prueba, capacitación, recibir un antecedente u otro motivo. Industria Servicios Ubicación San Borja, Lima Tamaño de la empresa Entre 1001 y 5000 empleados En Valtx tenemos más de 20 años de experiencia en el mercado peruano, brindando soluciones tecnológicas que impulsan a las empresas. Contamos con un equipo de más de 650 colaboradores comprometidos con la seguridad, eficiencia y continuidad de nuestros servicios. A través de herramientas innovadoras y un equipo multidisciplinario de expertos, garantizamos la protección de la información y nos mantenemos a la vanguardia del sector.";San Borja;Presencial
Soporte Jr y Sr de Plataforma BMC Helix Remedy;Descripción del puesto Somos una empresa de Soluciones Digitales y Servicios de TI con 30 años de experiencia en el mercado. Contamos con más de 8 mil colaboradores en Latinoamérica, Estados Unidos y Europa. Te invitamos a ser parte de nuestro equipo ocupando el cargo de: Analista de Soporte Requisitos indispensables: Experiencia en soporte y seguimiento de incidentes y problemas Conocimiento en BMC Helix y herramientas relacionadas Capacidad para colaborar en la resolución y escalado de casos;La Victoria;Presencial
Desarrollador Backend;;El Agustino;Presencial
Desarrollador Fullstack Java;Descripción del puesto ¡En Hitss, empresa de tecnología con más de 36 años de experiencia ofreciendo soluciones innovadoras en América Latina, USA y EUROPA, nos encontramos en la búsqueda de nuestro próximo ANALISTA PROGRAMADOR JAVA/ANGULAR! REQUISITOS: Bachiller o titulado de Ingeniería de Sistemas, Informática, o carreras afines. SKILSS TÉCNICOS: Experiencia de 3+ años en Java 7 o superior usando frameworks Angular versión 8 o superior (intermedio/avanzado). Spring (intermedio/avanzado), Hibernate (Intermedio),Primefaces (Intermedio). Experiencia en entorno Azure (Servicios en la nube y despliegue). Desarrollo de Webservices REST y SOAP (intermedio). Microservicios (Spring webflux que va de la mano con microservicios). Experiencia en Oracle PLSQL (intermedio). Inglès a nivel intermedio (B1 como mínimo).;La Victoria;Remoto
Programador ABAP / Preencial;Descripción del puesto En Experis Perú buscamos al mejor talento para sumarse a los desafíos de la era digital y llevar su carrera a un siguiente nivel. Por ello, te invitamos a que formes parte del reto como Programador ABAP para el sector de consumo masivo para la ciudad del Callao. Requisitos: Profesional de ingeniería de sistemas o afines. Experiencia de 3 años con: Programación ABAP Experiencia con SAP ERP y/o SAP Hana Certificado en ABAP o BTP Funciones Desarrollar y mantener aplicaciones ABAP en el entorno SAP, implementando integraciones entre sistemas SAP y aplicaciones externas. Optimizar el rendimiento y la escalabilidad de soluciones ABAP, así como crear aplicaciones personalizadas y extensiones en SAP Proporcionar soporte técnico y mantenimiento de soluciones ABAP, elaborando la documentación técnica correspondiente. Asegurar el cumplimiento de estándares de calidad y normativas de seguridad en las soluciones desarrolladas.;Callao;Presencial
Desarrollador Fullstack (Java/Js) - Remoto;Descripción del puesto Protiviti Perú se encuentra en la búsqueda de un Desarrollador Fullstack especializado en microservicios para un cliente del sector retail farmacéutico. Responsabilidades clave: Desarrollar aplicaciones basadas en microservicios utilizando Java (Hibernate y Spring Boot) y Angular. Implementar soluciones siguiendo arquitectura hexagonal para garantizar modularidad y mantenibilidad. Diseñar, desarrollar y consumir APIs RESTful/APIs REST JSON para integrar los microservicios. Trabajar con bases de datos Oracle, MySQL y SQL, optimizando consultas y rendimiento. Colaborar con equipos de QA y DevOps para automatizar pruebas, despliegues y monitoreo de aplicaciones. Realizar revisiones de código y asegurar la calidad y eficiencia de los servicios. Documentar componentes y servicios desarrollados. Requisitos: 3+ años de experiencia como desarrollador Fullstack en entornos de microservicios. Conocimiento en arquitectura hexagonal y buenas prácticas de diseño de software. Experiencia con bases de datos Oracle, MySQL y SQL. Experiencia en APIs RESTful/APIs REST JSON y gestión de microservicios. Experiencia en Azure Devops, Google Cloud Platform.;Lima;Remoto
Analista Programador;Descripción del puesto REQUISITOS: ü Profesional bachiller o egresado de Ingeniería de sistema,Informática ü con amplio compromiso responsabilidad ü Edad 26 - 40 años EXPERIENCIA LABORAL: ü Contar con 3 años como mínimo Analista Programador de sistemas informáticos en .NET y JAVA (desarrollador) ü Experiencia en desarrollo Front End con sólidas habilidades en JavaScript, ü Haber laborado en empresas de rubro industriales y Servicios Hospitalarios.( clínicas , MINSA), ü Conocimientos Funcional de ERP : SAP , Spring. ü Conocimiento de Innovación tecnológica servicios médicos. FUNCIONES: ü Desarrollar y realizar mantenimiento a los Sistemas de la organización corporativa ü Manejo de BD SQL, ( Intermedio/ Avanzado) ü Realizar mejoras y ser participe en los proyectos del cambio del ERP ü Crear, dar mantenimiento y actualizar las bases de datos de los sistemas ü Analizar los requerimientos de los sistemas bajo demanda de prioridades ü Elaborar informes según lo solicite el cliente interno o jefe inmediato. ü Ser comunicativo y analítico con los clientes internos de la organización. ü Establecer mejoras de innovación a los sistemas actuales en la institución de salud corporativa. ü Trabajo presencial Presencial Programación Full-time, Indeterminado Semi Sr 1 vacante disponible Apto personas con discapacidad Empleos relacionados Publicado hace 2 días Analista Programador apparka En apparka, estamos estamos en búsqueda del mejor talento para ocupar la posición de Analista Programador¿Qué harás en este rol? Ejecutar despliegues en entornos de prueba y producción, asegurando la correcta implementación de nuevas funcionalidades. Consumo y desarrollo de APIs REST y/o SOAP. ... San Isidro, Lima Presencial Publicado hace 2 días Analista de Imagenes Hospitalarias / Sistemas GRUPO SAN PABLO 2.4 Grupo San Pablo te invita a unirte a su equipo, donde la excelencia, el compromiso y la tecnología de punta se combinan para ofrecer soluciones únicas. Si buscas un entorno dinámico y desafiante. ¡Esta es tu oportunidad de marcar la diferencia en la vida de las personas!Hoy, queremos que seas parte ... Santiago de Surco, Lima Presencial Actualizado hace 6 días Analista de Auditoria de Sistemas America Movil Peru SAC 4.0 Somos Claro Perú y formamos parte del Grupo América Móvil, la empresa líder en servicios integrados de telecomunicaciones en Latinoamérica. Nos encontramos en la búsqueda de un Analista de Auditoria de Sistemas para que juntos sigamos mejorando la vida de los peruanos a través de las ... La Victoria, Lima Híbrido Apto discapacidad Actualizado hace 2 días ANALISTA DE PROGRAMADOR Derrama Magisterial 3.0 ¡Buscamos un Analista Programador innovador y resolutivo! Si disfrutas transformar ideas en soluciones tecnológicas eficientes, crear aplicaciones robustas y garantizar que cada sistema funcione de manera óptima, esta es tu oportunidad. Únete a nuestro equipo para diseñar, desarrollar y mantener ... Jesús María, Lima Presencial Actualizado ayer ANALISTA PROGRAMADOR DE TI SEABOARD OVERSEAS PERU S.A. Propósito: · Responsable del desarrollo y documentación de las nuevas implementaciones, mejoras y reportes en los sistemas de información de SOP, incluye interfases de comunicación, bases de datos e infraestructura, basadas en arquitecturas.Net (C#), X++, etc. (en entornos Windows /Web), ... San Isidro, Lima Presencial Actualizar sueldo en Mi CV Este campo solo acepta carácteres numéricos. Ver el salario promedio pretendido Bruto por área. Recuerda que el sueldo bruto es el salario total sin las retenciones e impuestos. Ingresa tu sueldo bruto pretendido y calculamos un aproximado de cuánto te queda de sueldo neto ¿Cómo lo calculamos? Postularme El contenido de este aviso es propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello. Bajo ningún motivo envíes dinero o realices pagos. Ningún reclutador te pedirá pagar por rendir un test, prueba, capacitación, recibir un antecedente u otro motivo. Ver más avisos de la empresa CLINICA VESALIO S.A. Calificación general 4 4.2 Basado en 5 opiniones 5 60% 4 0% 3 40% 2 0% 1 0% Calificación por categoría Ambiente laboral 3.6;Lima;Presencial
